id_x,synopsis,rating,genre,director,writer,theater_date,dvd_date,currency,box_office,runtime,studio,date_index,index,id_y,release_date,movie,production_budget,domestic_gross,worldwide_gross
1350,Los cambios que se producen en la vida de un ni,NR,Art House and International|Drama,,,"Oct 20, 2000","Jan 1, 2005",,,88.0,,2000-10-20,2000-10-20,66,"Oct 20, 2000",Pay it Forward,40000000,33508922,55696705
1350,Los cambios que se producen en la vida de un ni,NR,Art House and International|Drama,,,"Oct 20, 2000","Jan 1, 2005",,,88.0,,2000-10-20,2000-10-20,93,"Oct 20, 2000",The Yards,20000000,882710,2282710
1350,Los cambios que se producen en la vida de un ni,NR,Art House and International|Drama,,,"Oct 20, 2000","Jan 1, 2005",,,88.0,,2000-10-20,2000-10-20,31,"Oct 20, 2000",The Legend of Drunken Master,10000000,11546543,11546543
1351,"Written and directed by Khyentse Norbu, Chang Hup The Gi Tril Nung (Travellers and Magicians) chronicles two parallel stories. The first belongs to Dondup (Tshewang Dendup), a bored mountain villager determined to move to the United States, and Tashi (Lhakpa Dorji), another restless soul whose journey led him to an affair and eventual conspiracy to murder. Tashi's story was related to Dondup by one of the fellow travelers trekking through the mountains on their way to an airplane headed for America. The traveler suggests that Tashi's story may contain an important message for Dondup -- namely, to consider being satisfied with what life has dealt him before setting off to parts unknown.",NR,Art House and International|Documentary|Drama,Khyentse Norbu,Khyentse Norbu,"Jan 28, 2005","Oct 25, 2005",,,108.0,Zeitgeist Films,2005-01-28,2005-01-28,96,"Jan 28, 2005",Hide and Seek,25000000,51100486,123696741
1351,"Written and directed by Khyentse Norbu, Chang Hup The Gi Tril Nung (Travellers and Magicians) chronicles two parallel stories. The first belongs to Dondup (Tshewang Dendup), a bored mountain villager determined to move to the United States, and Tashi (Lhakpa Dorji), another restless soul whose journey led him to an affair and eventual conspiracy to murder. Tashi's story was related to Dondup by one of the fellow travelers trekking through the mountains on their way to an airplane headed for America. The traveler suggests that Tashi's story may contain an important message for Dondup -- namely, to consider being satisfied with what life has dealt him before setting off to parts unknown.",NR,Art House and International|Documentary|Drama,Khyentse Norbu,Khyentse Norbu,"Jan 28, 2005","Oct 25, 2005",,,108.0,Zeitgeist Films,2005-01-28,2005-01-28,72,"Jan 28, 2005",Alone in the Dark,20000000,5178569,10588079
1351,"Written and directed by Khyentse Norbu, Chang Hup The Gi Tril Nung (Travellers and Magicians) chronicles two parallel stories. The first belongs to Dondup (Tshewang Dendup), a bored mountain villager determined to move to the United States, and Tashi (Lhakpa Dorji), another restless soul whose journey led him to an affair and eventual conspiracy to murder. Tashi's story was related to Dondup by one of the fellow travelers trekking through the mountains on their way to an airplane headed for America. The traveler suggests that Tashi's story may contain an important message for Dondup -- namely, to consider being satisfied with what life has dealt him before setting off to parts unknown.",NR,Art House and International|Documentary|Drama,Khyentse Norbu,Khyentse Norbu,"Jan 28, 2005","Oct 25, 2005",,,108.0,Zeitgeist Films,2005-01-28,2005-01-28,79,"Jan 28, 2005",Fascination,5000000,16670,83356
1351,"Written and directed by Khyentse Norbu, Chang Hup The Gi Tril Nung (Travellers and Magicians) chronicles two parallel stories. The first belongs to Dondup (Tshewang Dendup), a bored mountain villager determined to move to the United States, and Tashi (Lhakpa Dorji), another restless soul whose journey led him to an affair and eventual conspiracy to murder. Tashi's story was related to Dondup by one of the fellow travelers trekking through the mountains on their way to an airplane headed for America. The traveler suggests that Tashi's story may contain an important message for Dondup -- namely, to consider being satisfied with what life has dealt him before setting off to parts unknown.",NR,Art House and International|Documentary|Drama,Khyentse Norbu,Khyentse Norbu,"Jan 28, 2005","Oct 25, 2005",,,108.0,Zeitgeist Films,2005-01-28,2005-01-28,5,"Jan 28, 2005","Peace, Propaganda and the Promised Land",70000,4930,4930
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,5,"Jan 30, 2015",Wild Card,30000000,3200,4315789
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,84,"Jan 30, 2015",Project Almanac,12000000,22348241,32909437
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,80,"Jan 30, 2015",Black or White,9000000,21571189,21971021
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,60,"Jan 30, 2015",Trudno byt bogom,7000000,31443,41038
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,39,"Jan 30, 2015","Guten Tag, Ramon",4000000,154356,4854356
1362,"BLACK OR WHITE is the story of a grandfather (Academy Award (R) winner Kevin Costner) who is suddenly left to care for his beloved granddaughter. When her paternal grandmother (Academy Award (R) winner Octavia Spencer) seeks custody with the help of her brother (Anthony Mackie), the little girl is torn between two families who love her deeply. With the best intentions at heart, both families fight for what they feel is right and are soon forced to confront their true feelings about race, forgiveness, and understanding. Anchored by an all-star cast and based on real events, the movie is a look at two seemingly different worlds, in which nothing is as simple as black or white. (C) Relativity",PG-13,Drama,Mike Binder,Mike Binder,"Jan 30, 2015","May 5, 2015",$,"15,504,419",90.0,,2015-01-30,2015-01-30,38,"Jan 30, 2015",Above and Beyond,1300000,288751,288751
1366,"British writer Guy Ritchie made his feature directorial debut with this crime-caper comedy-drama set in London's East End and heavy on the Cockney dialogue (with one scene in subtitled Cockney rhyming slang). A big-bucks scheme goes awry: Cardsharp Eddy (Nick Moran) and pals Bacon (Jason Statham), Tom (Jason Flemyng), and Soap (Dexter Fletcher) scuffle to pile up enough money to put Eddy at the card table opposite gangland porn lord Hatchet Harry (P.H. Moriarty). Unfortunately, the whole plan backfires, leaving Eddy owing Harry a huge sum, payable within the week. In truth, Harry hopes to acquire the bar run by his rival, J.D. (Sting), who is Eddy's father. To raise the cash, Eddy sets out to steal from a marijuana business run by Winston (Steven Mackintosh), but the inevitable gunplay doesn't make for an easy heist. World premiere at the 1998 Edinburgh Film Festival (Focus on British Cinema).",R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Guy Ritchie,Guy Ritchie,"Mar 5, 1999","Aug 31, 1999",,,105.0,,1999-03-05,1999-03-05,52,"Mar 5, 1999",Analyze This,30000000,106885658,176885658
1366,"British writer Guy Ritchie made his feature directorial debut with this crime-caper comedy-drama set in London's East End and heavy on the Cockney dialogue (with one scene in subtitled Cockney rhyming slang). A big-bucks scheme goes awry: Cardsharp Eddy (Nick Moran) and pals Bacon (Jason Statham), Tom (Jason Flemyng), and Soap (Dexter Fletcher) scuffle to pile up enough money to put Eddy at the card table opposite gangland porn lord Hatchet Harry (P.H. Moriarty). Unfortunately, the whole plan backfires, leaving Eddy owing Harry a huge sum, payable within the week. In truth, Harry hopes to acquire the bar run by his rival, J.D. (Sting), who is Eddy's father. To raise the cash, Eddy sets out to steal from a marijuana business run by Winston (Steven Mackintosh), but the inevitable gunplay doesn't make for an easy heist. World premiere at the 1998 Edinburgh Film Festival (Focus on British Cinema).",R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Guy Ritchie,Guy Ritchie,"Mar 5, 1999","Aug 31, 1999",,,105.0,,1999-03-05,1999-03-05,78,"Mar 5, 1999",Cruel Intentions,11000000,38665260,76238901
1366,"British writer Guy Ritchie made his feature directorial debut with this crime-caper comedy-drama set in London's East End and heavy on the Cockney dialogue (with one scene in subtitled Cockney rhyming slang). A big-bucks scheme goes awry: Cardsharp Eddy (Nick Moran) and pals Bacon (Jason Statham), Tom (Jason Flemyng), and Soap (Dexter Fletcher) scuffle to pile up enough money to put Eddy at the card table opposite gangland porn lord Hatchet Harry (P.H. Moriarty). Unfortunately, the whole plan backfires, leaving Eddy owing Harry a huge sum, payable within the week. In truth, Harry hopes to acquire the bar run by his rival, J.D. (Sting), who is Eddy's father. To raise the cash, Eddy sets out to steal from a marijuana business run by Winston (Steven Mackintosh), but the inevitable gunplay doesn't make for an easy heist. World premiere at the 1998 Edinburgh Film Festival (Focus on British Cinema).",R,Action and Adventure|Comedy|Drama|Mystery and Suspense,Guy Ritchie,Guy Ritchie,"Mar 5, 1999","Aug 31, 1999",,,105.0,,1999-03-05,1999-03-05,30,"Mar 5, 1999","Lock, Stock and Two Smoking Barrels",1350000,3897569,28356188
1368,"In this drama, two U.S. Marines who stood side by side on the field of battle are reunited in a court of law. Attorney Hayes Hodges (Tommy Lee Jones) once aspired to a career as an officer, but a serious injury in Vietnam put an end to his military future, leaving him bitter and resentful. Col. Terry L. Childers (Samuel L. Jackson) fought alongside Hodges and once saved his life; when Childers is threatened with a court martial for ordering his troops to fire on civilians during a raid on an American embassy, Hodges is the only lawyer that he can trust, and the case gives Hodges a chance for revenge against the military system that he feels has wronged him. Rules of Engagement also features Kim Delaney, Ben Kingsley, Blair Underwood, and Anne Archer.",R,Action and Adventure|Drama|Mystery and Suspense,William Friedkin,Stephen Gaghan,"Apr 7, 2000","Oct 10, 2000",,,127.0,Paramount Pictures,2000-04-07,2000-04-07,81,"Apr 7, 2000",Rules of Engagement,60000000,61322858,71719931
1368,"In this drama, two U.S. Marines who stood side by side on the field of battle are reunited in a court of law. Attorney Hayes Hodges (Tommy Lee Jones) once aspired to a career as an officer, but a serious injury in Vietnam put an end to his military future, leaving him bitter and resentful. Col. Terry L. Childers (Samuel L. Jackson) fought alongside Hodges and once saved his life; when Childers is threatened with a court martial for ordering his troops to fire on civilians during a raid on an American embassy, Hodges is the only lawyer that he can trust, and the case gives Hodges a chance for revenge against the military system that he feels has wronged him. Rules of Engagement also features Kim Delaney, Ben Kingsley, Blair Underwood, and Anne Archer.",R,Action and Adventure|Drama|Mystery and Suspense,William Friedkin,Stephen Gaghan,"Apr 7, 2000","Oct 10, 2000",,,127.0,Paramount Pictures,2000-04-07,2000-04-07,46,"Apr 7, 2000",Return to Me,24000000,32662299,32662299
1368,"In this drama, two U.S. Marines who stood side by side on the field of battle are reunited in a court of law. Attorney Hayes Hodges (Tommy Lee Jones) once aspired to a career as an officer, but a serious injury in Vietnam put an end to his military future, leaving him bitter and resentful. Col. Terry L. Childers (Samuel L. Jackson) fought alongside Hodges and once saved his life; when Childers is threatened with a court martial for ordering his troops to fire on civilians during a raid on an American embassy, Hodges is the only lawyer that he can trust, and the case gives Hodges a chance for revenge against the military system that he feels has wronged him. Rules of Engagement also features Kim Delaney, Ben Kingsley, Blair Underwood, and Anne Archer.",R,Action and Adventure|Drama|Mystery and Suspense,William Friedkin,Stephen Gaghan,"Apr 7, 2000","Oct 10, 2000",,,127.0,Paramount Pictures,2000-04-07,2000-04-07,57,"Apr 7, 2000",Ready to Rumble,24000000,12372410,12372410
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,52,"Oct 9, 2009",Couples Retreat,60000000,109205660,172450423
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,64,"Oct 9, 2009",St. Trinianâs,11400000,15000,29830239
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,14,"Oct 9, 2009",Free Style,10000000,141108,721108
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,59,"Oct 9, 2009",An Education,7500000,12574914,29652736
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,8,"Oct 9, 2009",The Damned United,6400000,449865,4199874
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,4,"Oct 9, 2009",Trucker,1500000,52429,52429
1376,"""Couples Retreat"" follows four Midwestern couples who embark on a journey to a tropical island resort. While one of the couples is there to work on their marriage, the other three set out to jet ski, spa and enjoy some fun in the sun. They soon discover that participation in the resort's couple's therapy is not optional. Suddenly, their group-rate vacation comes at a price. What follows is a hilarious look at real world problems faced by all couples.",PG-13,Comedy,Peter Billingsley,Jon Favreau|Vince Vaughn|Dana Fox,"Oct 9, 2009","Feb 9, 2010",$,"109,176,215",107.0,Universal Pictures,2009-10-09,2009-10-09,9,"Oct 9, 2009",Bronson,230000,104979,2703762
1381,"When a one-night stand that should have stayed that way has unexpected consequences, the reluctant odd couple attempts to transform their tentative relationship into a lasting love in this conception comedy. Twenty-four-year-old entertainment journalist Alison Scott (Katherine Heigl) is on the fast track to the big time, but an alcohol-fueled hookup with responsibility-shirking slacker Ben Stone (Seth Rogen) finds her professional priorities taking a back seat to having a baby.",R,Comedy|Romance,Judd Apatow,Judd Apatow,"Jun 1, 2007","Sep 25, 2007",$,"148,734,225",129.0,Universal,2007-06-01,2007-06-01,82,"Jun 1, 2007",Knocked Up,27500000,148761765,219265952
1381,"When a one-night stand that should have stayed that way has unexpected consequences, the reluctant odd couple attempts to transform their tentative relationship into a lasting love in this conception comedy. Twenty-four-year-old entertainment journalist Alison Scott (Katherine Heigl) is on the fast track to the big time, but an alcohol-fueled hookup with responsibility-shirking slacker Ben Stone (Seth Rogen) finds her professional priorities taking a back seat to having a baby.",R,Comedy|Romance,Judd Apatow,Judd Apatow,"Jun 1, 2007","Sep 25, 2007",$,"148,734,225",129.0,Universal,2007-06-01,2007-06-01,2,"Jun 1, 2007",Gracie,9000000,2956339,3922043
1381,"When a one-night stand that should have stayed that way has unexpected consequences, the reluctant odd couple attempts to transform their tentative relationship into a lasting love in this conception comedy. Twenty-four-year-old entertainment journalist Alison Scott (Katherine Heigl) is on the fast track to the big time, but an alcohol-fueled hookup with responsibility-shirking slacker Ben Stone (Seth Rogen) finds her professional priorities taking a back seat to having a baby.",R,Comedy|Romance,Judd Apatow,Judd Apatow,"Jun 1, 2007","Sep 25, 2007",$,"148,734,225",129.0,Universal,2007-06-01,2007-06-01,27,"Jun 1, 2007",And Then Came Love,989000,8158,8158
1985,"A woman who joins the undead against her will seeks vengeance against the ghouls who transformed her in this thriller. Sadie Blake (Lucy Liu) is a journalist who becomes acquainted with a group of beautiful but doomstruck partiers while following a story, led by the charismatic Bishop (James D'Arcy). While Sadie is taken with Bishop's good looks and sinister charm, she senses there's something dangerous about him, but it's not until she wakes up in the city morgue that she learns his secret -- Bishop is a vampire, and Sadie has joined his underlings as one of the undead. Angry and betrayed, Sadie is determined to stop Bishop and his compatriots, and she prowls the city with bow and arrow, ready to stake them from a distance when she spies them. Sadie finds an unlikely ally in her crusade in Detective Rawlins (Michael Chiklis), a police investigator whose daughter was transformed into a night creature by Bishop. However, Sadie is finding it increasingly difficult to resist her growing thirst for the blood of the living, becoming the sort of being she has grown to hate. Also featuring Carla Gugino, Robert Forster, and Nick Lachey, Rise: Blood Hunter received its world premiere with a special midnight screening at the 2007 Tribeca Film Festival.",R,Horror|Mystery and Suspense,Sebastian Gutierrez,Sebastian Gutierrez,"Jun 1, 2007","Oct 9, 2007",$,"59,371",98.0,IDP Distribution,2007-06-01,2007-06-01,82,"Jun 1, 2007",Knocked Up,27500000,148761765,219265952
1985,"A woman who joins the undead against her will seeks vengeance against the ghouls who transformed her in this thriller. Sadie Blake (Lucy Liu) is a journalist who becomes acquainted with a group of beautiful but doomstruck partiers while following a story, led by the charismatic Bishop (James D'Arcy). While Sadie is taken with Bishop's good looks and sinister charm, she senses there's something dangerous about him, but it's not until she wakes up in the city morgue that she learns his secret -- Bishop is a vampire, and Sadie has joined his underlings as one of the undead. Angry and betrayed, Sadie is determined to stop Bishop and his compatriots, and she prowls the city with bow and arrow, ready to stake them from a distance when she spies them. Sadie finds an unlikely ally in her crusade in Detective Rawlins (Michael Chiklis), a police investigator whose daughter was transformed into a night creature by Bishop. However, Sadie is finding it increasingly difficult to resist her growing thirst for the blood of the living, becoming the sort of being she has grown to hate. Also featuring Carla Gugino, Robert Forster, and Nick Lachey, Rise: Blood Hunter received its world premiere with a special midnight screening at the 2007 Tribeca Film Festival.",R,Horror|Mystery and Suspense,Sebastian Gutierrez,Sebastian Gutierrez,"Jun 1, 2007","Oct 9, 2007",$,"59,371",98.0,IDP Distribution,2007-06-01,2007-06-01,2,"Jun 1, 2007",Gracie,9000000,2956339,3922043
1985,"A woman who joins the undead against her will seeks vengeance against the ghouls who transformed her in this thriller. Sadie Blake (Lucy Liu) is a journalist who becomes acquainted with a group of beautiful but doomstruck partiers while following a story, led by the charismatic Bishop (James D'Arcy). While Sadie is taken with Bishop's good looks and sinister charm, she senses there's something dangerous about him, but it's not until she wakes up in the city morgue that she learns his secret -- Bishop is a vampire, and Sadie has joined his underlings as one of the undead. Angry and betrayed, Sadie is determined to stop Bishop and his compatriots, and she prowls the city with bow and arrow, ready to stake them from a distance when she spies them. Sadie finds an unlikely ally in her crusade in Detective Rawlins (Michael Chiklis), a police investigator whose daughter was transformed into a night creature by Bishop. However, Sadie is finding it increasingly difficult to resist her growing thirst for the blood of the living, becoming the sort of being she has grown to hate. Also featuring Carla Gugino, Robert Forster, and Nick Lachey, Rise: Blood Hunter received its world premiere with a special midnight screening at the 2007 Tribeca Film Festival.",R,Horror|Mystery and Suspense,Sebastian Gutierrez,Sebastian Gutierrez,"Jun 1, 2007","Oct 9, 2007",$,"59,371",98.0,IDP Distribution,2007-06-01,2007-06-01,27,"Jun 1, 2007",And Then Came Love,989000,8158,8158
1383,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. (C) Fox",PG,Animation|Comedy|Kids and Family,Walt Becker,,"Dec 18, 2015","Mar 15, 2016",$,"66,580,191",86.0,20th Century Fox,2015-12-18,2015-12-18,6,"Dec 18, 2015",Star Wars Ep. VII: The Force Awakens,306000000,936662225,2053311220
1383,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. (C) Fox",PG,Animation|Comedy|Kids and Family,Walt Becker,,"Dec 18, 2015","Mar 15, 2016",$,"66,580,191",86.0,20th Century Fox,2015-12-18,2015-12-18,56,"Dec 18, 2015",Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956
1383,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. (C) Fox",PG,Animation|Comedy|Kids and Family,Walt Becker,,"Dec 18, 2015","Mar 15, 2016",$,"66,580,191",86.0,20th Century Fox,2015-12-18,2015-12-18,57,"Dec 18, 2015",Sisters,30000000,87044645,106030660
1383,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in Miami...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. (C) Fox",PG,Animation|Comedy|Kids and Family,Walt Becker,,"Dec 18, 2015","Mar 15, 2016",$,"66,580,191",86.0,20th Century Fox,2015-12-18,2015-12-18,45,"Dec 18, 2015",Saul fia,1700000,1777043,9696537
1387,"After publishing a bestselling novel based on the death of one of his high school classmates, the controversial writer Sidney Hall (Logan Lerman) finds himself catapulted to unexpected fame and renown. His relationship with his girlfriend (Elle Fanning) begins to fall apart as the dark consequences of the book intrude on their life together, and he disappears without a trace. Nearly a decade later, an enigmatic detective searches for the missing author, whose books are connected to a string of mysterious arsons.",R,Drama|Mystery and Suspense,Shawn Christensen,Shawn Christensen|Jason Dolan,"Mar 2, 2018","Mar 20, 2018",,,120.0,,2018-03-02,2018-03-02,52,"Mar 2, 2018",Red Sparrow,69000000,46874505,145951861
1387,"After publishing a bestselling novel based on the death of one of his high school classmates, the controversial writer Sidney Hall (Logan Lerman) finds himself catapulted to unexpected fame and renown. His relationship with his girlfriend (Elle Fanning) begins to fall apart as the dark consequences of the book intrude on their life together, and he disappears without a trace. Nearly a decade later, an enigmatic detective searches for the missing author, whose books are connected to a string of mysterious arsons.",R,Drama|Mystery and Suspense,Shawn Christensen,Shawn Christensen|Jason Dolan,"Mar 2, 2018","Mar 20, 2018",,,120.0,,2018-03-02,2018-03-02,28,"Mar 2, 2018",Death Wish,30000000,34017028,48575965
1389,"From Ron Shelton, writer/director of Tin Cup and Bull Durham, comes the new comedy, Just Getting Started. Morgan Freeman stars as DUKE DIVER, the freewheeling manager of the luxury Palm Springs resort, the Villa Capri. DIVER may have a mysterious past, but he's a pro at making sure that life for the high-spirited residents is one big, non-stop party. But the status quo is challenged when ex-military charmer LEO (Tommy Lee Jones) checks in, triggering a competition between Duke and Leo for the top spot of Alpha male, as well as for the affections of the newly-arrived SUZIE (Rene Russo). When Duke's past suddenly catches up with him, the rivals put aside their differences and the two men reluctantly team up to stop whoever is trying to kill Duke, and also save the Villa Capri.",PG-13,Action and Adventure|Comedy,Ron Shelton,Ron Shelton,"Dec 8, 2017","Feb 27, 2018",,,,Broad Green Pictures,2017-12-08,2017-12-08,44,"Dec 8, 2017",Just Getting Started,22000000,6069605,6756412
1389,"From Ron Shelton, writer/director of Tin Cup and Bull Durham, comes the new comedy, Just Getting Started. Morgan Freeman stars as DUKE DIVER, the freewheeling manager of the luxury Palm Springs resort, the Villa Capri. DIVER may have a mysterious past, but he's a pro at making sure that life for the high-spirited residents is one big, non-stop party. But the status quo is challenged when ex-military charmer LEO (Tommy Lee Jones) checks in, triggering a competition between Duke and Leo for the top spot of Alpha male, as well as for the affections of the newly-arrived SUZIE (Rene Russo). When Duke's past suddenly catches up with him, the rivals put aside their differences and the two men reluctantly team up to stop whoever is trying to kill Duke, and also save the Villa Capri.",PG-13,Action and Adventure|Comedy,Ron Shelton,Ron Shelton,"Dec 8, 2017","Feb 27, 2018",,,,Broad Green Pictures,2017-12-08,2017-12-08,83,"Dec 8, 2017","I, Tonya",11000000,30014534,53797409
1394,"A pair of animal enthusiasts desperate to boost the ratings of their failing television series ""Strange Wilderness"" set out for the Andes in search of the elusive Bigfoot in this comedy directed by Fred Wolf and starring Justin Long, Steve Zahn, Kevin Heffernan, and Ernest Borgnine. Peter Gaulke (Zahn) and Fred Wolf (Allen Covert) are the energetic hosts of ""Strange Wilderness"" -- television's most unconventional nature show. When the ratings take a nosedive and they are confronted with cancellation, Peter finds himself resorting to desperate measures in order to stay on the air. Perhaps if the ""Strange Wilderness"" crew could somehow track down the most elusive creature ever to stalk the woodlands, they could keep their show on the air and go down in history as the adventurers who solved one of nature's greatest mysteries.",R,Comedy,,,"Feb 1, 2008","May 20, 2008",$,"6,515,869",87.0,Paramount Classics,2008-02-01,2008-02-01,64,"Feb 1, 2008",Strange Wilderness,20000000,6575282,6947084
